source	run	sample	experiment	library_name	library_strategy	library_selection	library_source	library_layout	insert_size
PRJNA192205_runinfo.csv	SRR2106863	S_Up_H47_E	SRX1100656	RNA_135	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106747	S_Up_H03_Bp	SRX1100646	RNA_123	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106753	D_Ko_C15_Bp	SRX1100647	RNA_124	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106809	D_Ra_C16_E	SRX1100649	RNA_125	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106782	D_Ra_C06_E	SRX1100650	RNA_126	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106792	Pl_Wa_H27_Bp	SRX1100651	RNA_129	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106734	D_Ko_C13_Bp	SRX1100637	RNA_120	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR2106742	Pl_Wa_H27_E	SRX1100645	RNA_121	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947478	S_Up_H32_L	SRX974043	RNA_3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947479	S_Up_H32_Se	SRX974044	RNA_0	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947480	S_Up_H32_Se	SRX974045	RNA_128	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947476	S_Up_H32_Bc	SRX974041	RNA_4	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947477	S_Up_H32_L	SRX974042	RNA_39	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947473	S_Up_H32_Sa	SRX974038	RNA_145	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947474	S_Up_H32_Sh	SRX974039	RNA_6	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947475	S_Up_H32_St	SRX974040	RNA_5	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947472	S_Up_H32_Sa	SRX974037	RNA_10	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947471	PL_Wa_H22_Sy	SRX974036	RNA_12	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947470	S_Up_H03_Sy	SRX974035	RNA_13	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947469	D_Ra_C05_Sk	SRX974034	RNA_14	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947468	D_Ko_C15_G	SRX974033	RNA_15	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947465	E_Vi_C57_Sk	SRX974030	RNA_18	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947466	E_Vi_C57_Sy	SRX974031	RNA_17	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947464	E_Vi_C58_G	SRX974029	RNA_19	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947463	PL_Wa_H27_G	SRX974028	RNA_20	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947467	S_Up_H47_G	SRX974032	RNA_16	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947462	D_Ra_C05_Sy	SRX974027	RNA_21	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947461	PL_Wa_H22_Sk	SRX974026	RNA_22	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947460	S_Up_H03_Sk	SRX974025	RNA_23	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947459	D_Ra_C05_L	SRX974024	RNA_24	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947458	D_Ko_C13_Sy	SRX974023	RNA_25	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947457	D_Ra_C16_Sk	SRX974022	RNA_26	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947454	E_Vi_C58_L	SRX974019	RNA_29	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947453	PL_Wa_H24_L	SRX974018	RNA_30	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947456	PL_Wa_H27_Sk	SRX974021	RNA_27	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947455	S_Up_H32_Sy	SRX974020	RNA_28	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947449	S_Up_H29_L	SRX974014	RNA_34	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947452	PL_Wa_H27_Sy	SRX974017	RNA_31	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947451	S_Up_H32_Sk	SRX974016	RNA_32	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947450	D_Ra_C16_Sy	SRX974015	RNA_33	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947448	D_Ko_C13_Sk	SRX974013	RNA_35	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947445	PL_Wa_H22_G	SRX974010	RNA_38	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947443	PL_Wa_H23_L	SRX974008	RNA_43	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947446	S_Up_H09_G	SRX974011	RNA_127	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947447	S_Up_H09_G	SRX974012	RNA_37	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947444	S_Up_H47_L	SRX974009	RNA_40	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947442	D_Ko_C04_L	SRX974007	RNA_44	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947439	D_Ra_C16_G	SRX974004	RNA_47	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947440	S_Up_H37_G	SRX974005	RNA_150	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947441	S_Up_H37_G	SRX974006	RNA_45	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947438	S_Up_H37_Sy	SRX974003	RNA_48	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947434	D_Ko_C15_Sy	SRX973999	RNA_52	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947436	D_Ra_C16_L	SRX974001	RNA_50	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947437	PL_Wa_H22_L	SRX974002	RNA_49	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947435	S_Up_H47_Sk	SRX974000	RNA_51	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947433	S_Up_H47_Sy	SRX973998	RNA_55	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947432	D_Ko_C15_Sk	SRX973997	RNA_56	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947428	E_Vi_C57_L	SRX973993	RNA_59	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947431	S_Up_H09_L	SRX973996	RNA_57	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947429	S_Up_H37_Sk	SRX973994	RNA_119	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947430	S_Up_H37_Sk	SRX973995	RNA_58	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947427	E_Vi_C57_G	SRX973992	RNA_61	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947426	D_Ra_C06_G	SRX973991	RNA_62	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947425	S_Up_H37_L	SRX973990	RNA_63	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947424	D_Ra_C06_L	SRX973989	RNA_64	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947423	S_Up_H03_L	SRX973988	RNA_67	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947419	D_Ra_C06_Sy	SRX973984	RNA_72	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947418	E_Vi_C58_Sy	SRX973983	RNA_75	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947421	PL_Wa_H24_G	SRX973986	RNA_69	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947422	PL_Wa_H27_L	SRX973987	RNA_68	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947420	S_Up_H24_G	SRX973985	RNA_71	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947413	PL_Wa_H23_Sk	SRX973978	RNA_114	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947414	PL_Wa_H23_Sk	SRX973979	RNA_80	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947417	PL_Wa_H23_Sy	SRX973982	RNA_76	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947416	S_Up_H09_Sy	SRX973981	RNA_77	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947415	S_Up_H32_M	SRX973980	RNA_79	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947409	D_Ko_C04_G	SRX973974	RNA_88	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947410	D_Ko_C04_Sk	SRX973975	RNA_86	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947412	D_Ra_C06_Sk	SRX973977	RNA_82	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947411	PL_Wa_H24_Sy	SRX973976	RNA_84	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947408	S_Up_H24_Sy	SRX973973	RNA_89	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947404	D_Ko_C04_Sy	SRX973969	RNA_93	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947403	PL_Wa_H24_Sk	SRX973968	RNA_94	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947405	S_Up_H03_G	SRX973970	RNA_92	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947407	S_Up_H24_Sk	SRX973972	RNA_90	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947406	S_Up_H29_Sy	SRX973971	RNA_91	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947398	D_Ko_C13_G	SRX973963	RNA_101	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947401	D_Ko_C13_L	SRX973966	RNA_99	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947402	PL_Wa_H23_G	SRX973967	RNA_96	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947399	S_Up_H24_L	SRX973964	RNA_100	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947400	S_Up_H24_L	SRX973965	RNA_122	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947396	D_Ko_C15_L	SRX973961	RNA_104	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947397	D_Ra_C05_G	SRX973962	RNA_102	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947393	S_Up_H29_G	SRX973958	RNA_106	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947394	S_Up_H32_H	SRX973959	RNA_105	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947395	S_Up_H32_H	SRX973960	RNA_131	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947392	D_Ko_C04_E	SRX973957	RNA_108	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947391	D_Ko_C04_H	SRX973956	RNA_109	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947390	D_Ko_C04_M	SRX973955	RNA_110	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947389	E_Vi_C58_Sk	SRX973954	RNA_111	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947388	PL_Wa_H22_E	SRX973953	RNA_112	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947387	PL_Wa_H22_M	SRX973952	RNA_113	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947385	S_Up_H09_Sk	SRX973950	RNA_116	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947386	S_Up_H09_Sk	SRX973951	RNA_78	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947383	S_Up_H29_sk	SRX973948	RNA_117	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1947384	S_Up_H29_sk	SRX973949	RNA_87	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1361905	S_Ri_J01	SRX581042	S_Ri_J01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1361906	S_Ri_J08	SRX581043	S_Ri_J08	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368293	IRL_Lm_R05	SRX581052	IRL_Lm_R05	WGS	PCR	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368309	IRL_Lm_R01	SRX581055	IRL_Lm_R01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368322	IRL_Lm_R01	SRX581055	IRL_Lm_R01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368329	IRL_Lm_R01	SRX581055	IRL_Lm_R01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368330	IRL_Lm_R01	SRX581055	IRL_Lm_R01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1368331	IRL_Lm_R01	SRX581055	IRL_Lm_R01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1928171	S_Up_H32_E	SRX967626	nan	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1290010	D_Ko_C02	SRX545277	D_Ko_C02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1290011	D_Ko_C02	SRX545277	D_Ko_C02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1290019	D_Ko_C02	SRX545277	D_Ko_C02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1290024	D_Ko_C02	SRX545277	D_Ko_C02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286110	USA_CA_B01	SRX542252	USA_CA_B01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286111	USA_CA_B01	SRX542252	USA_CA_B01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286112	USA_CA_B01	SRX542252	USA_CA_B01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286113	USA_CA_B01	SRX542252	USA_CA_B01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286115	USA_CA_B01	SRX542252	USA_CA_B01	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286117	USA_CA_B03	SRX542255	USA_CA_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286118	USA_CA_B03	SRX542255	USA_CA_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286119	USA_CA_B03	SRX542255	USA_CA_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286121	USA_CA_B03	SRX542255	USA_CA_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286122	USA_CA_B03	SRX542255	USA_CA_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286123	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286124	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286125	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286126	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286127	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286128	USA_NJ_B02	SRX542257	USA_NJ_B02	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286130	USA_NY_B03	SRX542259	USA_NY_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286131	USA_NY_B03	SRX542259	USA_NY_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286132	USA_NY_B03	SRX542259	USA_NY_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286134	USA_NY_B03	SRX542259	USA_NY_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1286135	USA_NY_B03	SRX542259	USA_NY_B03	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284433	E_Vi_C51	SRX535478	E_Vi_C51	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284434	E_Vi_C51	SRX535478	E_Vi_C51	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284435	E_Vi_C51	SRX535478	E_Vi_C51	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284436	E_Vi_C51	SRX535478	E_Vi_C51	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284437	E_Vi_C57	SRX535479	E_Vi_C57	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284438	E_Vi_C57	SRX535479	E_Vi_C57	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284439	E_Vi_C57	SRX535479	E_Vi_C57	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284440	E_Vi_C57	SRX535479	E_Vi_C57	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284441	E_Vi_C57	SRX535479	E_Vi_C57	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284442	E_Vi_C58	SRX535480	E_Vi_C58	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284443	E_Vi_C58	SRX535480	E_Vi_C58	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284444	E_Vi_C58	SRX535480	E_Vi_C58	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284445	E_Vi_C58	SRX535480	E_Vi_C58	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284446	E_Vi_C58	SRX535480	E_Vi_C58	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1289962	USA_NY_B04	SRX542247	USA_NY_B04	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1289965	USA_NY_B04	SRX542247	USA_NY_B04	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1289975	USA_NY_B04	SRX542247	USA_NY_B04	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1289976	USA_NY_B04	SRX542247	USA_NY_B04	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284298	USA_NY_B04	SRX535391	USA_NY_B04	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284412	E_Vi_C32	SRX535473	E_Vi_C32	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284413	E_Vi_C32	SRX535473	E_Vi_C32	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284414	E_Vi_C32	SRX535473	E_Vi_C32	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284415	E_Vi_C32	SRX535473	E_Vi_C32	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284416	E_Vi_C32	SRX535473	E_Vi_C32	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284417	E_Vi_C37	SRX535474	E_Vi_C37	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284418	E_Vi_C37	SRX535474	E_Vi_C37	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284419	E_Vi_C37	SRX535474	E_Vi_C37	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284420	E_Vi_C37	SRX535474	E_Vi_C37	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284421	E_Vi_C44	SRX535475	E_Vi_C44	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284422	E_Vi_C44	SRX535475	E_Vi_C44	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284423	E_Vi_C44	SRX535475	E_Vi_C44	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284424	E_Vi_C44	SRX535475	E_Vi_C44	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284425	E_Vi_C46	SRX535476	E_Vi_C46	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284426	E_Vi_C46	SRX535476	E_Vi_C46	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284427	E_Vi_C46	SRX535476	E_Vi_C46	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284428	E_Vi_C46	SRX535476	E_Vi_C46	WGS	RANDOM	GENOMIC	PAIRED	0
PRJNA192205_runinfo.csv	SRR1284429	E_Vi_C48	SRX535477	E_Vi_C48	WGS	RANDOM	GENOMIC	PAIRED	0
